Project,Task,Changed files,TestI,TextI
https://github.com/sharetribe/sharetribe,256,"[app/views/people/show.haml, features/settings/user_updates_profile_information.feature, features/step_definitions/person_custom_field_steps.rb, features/step_definitions/web_steps.rb]","[app/controllers/invitations_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/community_membership.rb, app/models/custom_field_name.rb, app/models/email.rb, app/models/person.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/paypal_service/api/api.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/transaction_service/api/api.rb, app/services/translation_service/api/api.rb, app/utils/form_utils.rb, app/view_utils/path_helpers.rb, app/views/admin/_left_hand_navigation.haml, app/views/admin/communities/settings.haml, app/views/layouts/_info_text.haml, app/views/layouts/_left_hand_navigation.haml, app/views/settings/_community_updates_radiobutton.haml, app/views/settings/_notification_checkbox.haml, app/views/settings/account.haml, app/views/settings/custom_fields/_checkbox.haml, app/views/settings/custom_fields/_date_field.haml, app/views/settings/custom_fields/_dropdown.haml, app/views/settings/custom_fields/_numeric.haml, app/views/settings/custom_fields/_text.haml, app/views/settings/notifications.haml, app/views/settings/show.haml, app/views/settings/unsubscribe.haml]",[features/settings/user_updates_profile_information.feature]
https://github.com/sharetribe/sharetribe,276,"[spec/requests/landing_pages_spec.rb, config/config.defaults.yml, features/admin/analytics/admin_configures_analytics.feature, app/controllers/admin/communities_controller.rb, app/controllers/landing_page_controller.rb, app/models/community.rb, app/views/admin/communities/analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_head_scripts.haml, app/views/landing_page/landing_page.erb, config/locales/en.yml, db/migrate/20180514083133_add_end_user_analytics_to_communities.rb, db/structure.sql, spec/models/community_spec.rb]","[app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/utils/form_utils.rb]","[config/locales/en.yml, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,278,"[app/assets/javascripts/admin/manage_members.js, app/views/admin/community_memberships/index.haml, config/locales/en.yml, features/admin/manage_members/admin_lists_members.feature]","[app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/utils/form_utils.rb, app/view_utils/listing_shape_templates.rb]","[config/routes.rb, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb]"
https://github.com/sharetribe/sharetribe,334,"[app/presenters/listing_presenter.rb, app/views/listings/_listing_actions.haml, features/listings/user_views_a_single_listing.feature, features/step_definitions/listing_steps.rb, features/support/listing_helpers.rb]","[app/controllers/landing_page_controller.rb, app/models/category.rb, app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/presenters/listing_presenter.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/marketplace_service/api/api.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/services/paypal_service/api/api.rb, app/services/paypal_service/store/paypal_payment.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/stripe_service/store/stripe_payment.rb, app/services/transaction_service/api/api.rb, app/services/transaction_service/api/settings.rb, app/services/transaction_service/store/payment_settings.rb, app/services/translation_service/api/api.rb, app/utils/form_utils.rb, app/views/analytics/_customer_analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_google_tag_manager.haml, app/views/analytics/_legacy_google_analytics.haml, app/views/landing_page/_categories.erb, app/views/landing_page/_footer.erb, app/views/landing_page/_hero.erb, app/views/landing_page/_icon.erb, app/views/landing_page/_info.erb, app/views/landing_page/_listings.erb, app/views/landing_page/_meta.erb, app/views/landing_page/_prevent_widows.erb, app/views/landing_page/_topbar.erb, app/views/landing_page/_video.erb, app/views/landing_page/landing_page.erb, app/views/layouts/_fonts.erb]",[config/locales/en.yml]
https://github.com/sharetribe/sharetribe,357,"[app/models/listing.rb, features/listings/user_books_listing_per_hour.feature, spec/factories.rb]","[app/controllers/landing_page_controller.rb, app/models/category.rb, app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/listing.rb, app/models/person.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/marketplace_service/api/api.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/listing.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/services/paypal_service/api/api.rb, app/services/paypal_service/store/paypal_payment.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/stripe_service/store/stripe_payment.rb, app/services/transaction_service/api/api.rb, app/services/transaction_service/api/settings.rb, app/services/transaction_service/store/payment_settings.rb, app/services/translation_service/api/api.rb, app/utils/form_utils.rb, app/views/analytics/_customer_analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_google_tag_manager.haml, app/views/analytics/_legacy_google_analytics.haml, app/views/landing_page/_categories.erb, app/views/landing_page/_footer.erb, app/views/landing_page/_hero.erb, app/views/landing_page/_icon.erb, app/views/landing_page/_info.erb, app/views/landing_page/_listings.erb, app/views/landing_page/_meta.erb, app/views/landing_page/_prevent_widows.erb, app/views/landing_page/_topbar.erb, app/views/landing_page/_video.erb, app/views/landing_page/landing_page.erb, app/views/layouts/_fonts.erb]",[features/step_definitions/listing_steps.rb]
https://github.com/sharetribe/sharetribe,381,"[app/controllers/listings_controller.rb, app/view_utils/listing_form_view_utils.rb, app/views/listings/_listing_actions.haml, features/listings/user_creates_a_new_listing.feature, features/step_definitions/admin_listing_shape_steps.rb, features/step_definitions/listing_shape_steps.rb, features/step_definitions/web_steps.rb, spec/factories.rb]","[app/controllers/landing_page_controller.rb, app/models/community.rb, app/models/person.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/marketplace_service/api/api.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/services/paypal_service/api/api.rb, app/services/paypal_service/store/paypal_payment.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/stripe_service/store/stripe_payment.rb, app/services/transaction_service/api/api.rb, app/services/transaction_service/api/settings.rb, app/services/transaction_service/store/payment_settings.rb, app/services/translation_service/api/api.rb, app/views/analytics/_customer_analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_google_tag_manager.haml, app/views/analytics/_legacy_google_analytics.haml, app/views/landing_page/_categories.erb, app/views/landing_page/_footer.erb, app/views/landing_page/_hero.erb, app/views/landing_page/_icon.erb, app/views/landing_page/_info.erb, app/views/landing_page/_listings.erb, app/views/landing_page/_meta.erb, app/views/landing_page/_prevent_widows.erb, app/views/landing_page/_topbar.erb, app/views/landing_page/_video.erb, app/views/landing_page/landing_page.erb, app/views/layouts/_fonts.erb]","[app/controllers/listings_controller.rb, features/listings/user_creates_a_new_listing.feature]"
https://github.com/sharetribe/sharetribe,383,"[app/controllers/listings_controller.rb, app/views/listings/_listing_actions.haml, app/view_utils/listing_form_view_utils.rb, features/listings/user_creates_a_new_listing.feature, features/step_definitions/admin_listing_shape_steps.rb, features/step_definitions/listing_shape_steps.rb, features/step_definitions/web_steps.rb, spec/factories.rb]","[app/controllers/landing_page_controller.rb, app/models/community.rb, app/models/person.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/marketplace_service/api/api.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/services/paypal_service/api/api.rb, app/services/paypal_service/store/paypal_payment.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/stripe_service/store/stripe_payment.rb, app/services/transaction_service/api/api.rb, app/services/transaction_service/api/settings.rb, app/services/transaction_service/store/payment_settings.rb, app/services/translation_service/api/api.rb, app/views/analytics/_customer_analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_google_tag_manager.haml, app/views/analytics/_legacy_google_analytics.haml, app/views/landing_page/_categories.erb, app/views/landing_page/_footer.erb, app/views/landing_page/_hero.erb, app/views/landing_page/_icon.erb, app/views/landing_page/_info.erb, app/views/landing_page/_listings.erb, app/views/landing_page/_meta.erb, app/views/landing_page/_prevent_widows.erb, app/views/landing_page/_topbar.erb, app/views/landing_page/_video.erb, app/views/landing_page/landing_page.erb, app/views/layouts/_fonts.erb]","[app/controllers/listings_controller.rb, config/locales/en.yml, config/locales/fi.yml, features/listings/user_creates_a_new_listing.feature]"
https://github.com/sharetribe/sharetribe,395,"[app/view_utils/admin_community_memberships_view_utils.rb, app/views/admin/community_memberships/index.haml, config/locales/en.yml, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb, app/assets/stylesheets/views/admin/_communities.scss, app/controllers/admin/community_memberships_controller.rb, config/routes.rb]","[app/controllers/accept_preauthorized_conversations_controller.rb, app/controllers/landing_page_controller.rb, app/controllers/terms_controller.rb, app/models/category.rb, app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/paypal_ipn_message.rb, app/models/person.rb, app/models/transaction.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/utils/form_utils.rb, app/view_utils/listing_shape_templates.rb, app/views/analytics/_customer_analytics.haml, app/views/analytics/_google_analytics_script.haml, app/views/analytics/_google_tag_manager.haml, app/views/analytics/_legacy_google_analytics.haml, app/views/landing_page/_categories.erb, app/views/landing_page/_footer.erb, app/views/landing_page/_hero.erb, app/views/landing_page/_icon.erb, app/views/landing_page/_info.erb, app/views/landing_page/_listings.erb, app/views/landing_page/_meta.erb, app/views/landing_page/_prevent_widows.erb, app/views/landing_page/_topbar.erb, app/views/landing_page/_video.erb, app/views/landing_page/landing_page.erb, app/views/layouts/_fonts.erb]","[app/controllers/admin/communities_controller.rb, config/locales/en.yml, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,396,"[app/controllers/people_controller.rb, app/views/settings/notifications.haml, features/settings/user_changes_notification_settings.feature, features/support/paths.rb]","[app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/utils/form_utils.rb]",[config/locales/en.yml]
https://github.com/sharetribe/sharetribe,407,"[app/assets/stylesheets/partials/_paypal_account_connected.scss, app/controllers/admin/payment_preferences_controller.rb, app/views/admin/payment_preferences/_general_prefs_form.haml, app/views/admin/payment_preferences/_payment_settings.haml, app/views/admin/payment_preferences/_prefs_form.haml, app/views/admin/payment_preferences/_stripe_form.haml, config/locales/en.yml, config/routes.rb, features/admin/payment_preferences/admin_enable_disable_payment.feature, features/step_definitions/community_steps.rb, features/support/paths.rb, spec/factories.rb]","[app/controllers/accept_preauthorized_conversations_controller.rb, app/controllers/terms_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/person.rb, app/services/analytic_service/api/api.rb, app/services/email_service/api/api.rb, app/services/feature_flag_service/api/api.rb, app/services/listing_index_service/api/api.rb, app/services/marketplace_service/api/api.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/services/paypal_service/api/api.rb, app/services/paypal_service/store/paypal_payment.rb, app/services/plan_service/api/api.rb, app/services/stripe_service/api/api.rb, app/services/stripe_service/store/stripe_payment.rb, app/services/transaction_service/api/api.rb, app/services/transaction_service/api/settings.rb, app/services/transaction_service/store/payment_settings.rb, app/services/translation_service/api/api.rb]",[features/admin/admin_edits_community_details.feature]
https://github.com/sharetribe/sharetribe,833,"[features/admin/admin_edits_community_look_and_feel.feature, features/step_definitions/admin_look_and_feel_steps.rb, CHANGELOG.md, app/assets/stylesheets/mixins/default-colors.scss, app/services/custom_landing_page/marketplace_data_store.rb, app/view_utils/common_styles_helper.rb, app/view_utils/marketplace_helper.rb, client/app/assets/styles/variables.js]","[app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/services/listing_service/api/listings.rb, app/services/listing_service/store/listing.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/utils/form_utils.rb]","[app/models/community.rb, config/locales/en.yml, features/admin/admin_edits_community_look_and_feel.feature]"
https://github.com/sharetribe/sharetribe,851,"[app/controllers/landing_page_controller.rb, app/models/community.rb, app/view_utils/marketplace_helper.rb, app/view_utils/topbar_helper.rb, config/locales/en.yml, CHANGELOG.md, UPGRADE.md, Procfile, app/controllers/admin/communities_controller.rb, app/jobs/compile_custom_stylesheet_job.rb, app/services/community_stylesheet_compiler.rb, lib/tasks/deploy.rake, lib/tasks/sharetribe.rake, features/admin/admin_edits_community_look_and_feel.feature, spec/helpers/stylesheet_url_helper_spec.rb, app/helpers/application_helper.rb, app/views/layouts/_marketplace_head.haml, Gemfile, Gemfile.lock, app/utils/color_utils.rb, app/views/layouts/_style_overrides.haml, lib/tasks/cs_extract.rake]","[app/models/community.rb, app/models/community_membership.rb, app/models/email.rb, app/models/person.rb, app/services/listing_service/api/listings.rb, app/services/listing_service/store/listing.rb, app/services/marketplace_service/community.rb, app/services/marketplace_service/person.rb, app/services/marketplace_service/store/marketplace_configurations.rb, app/utils/form_utils.rb]","[app/views/admin/communities/edit_look_and_feel.haml, config/locales/en.yml, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,1910,"[app/controllers/admin/community_customizations_controller.rb, app/views/admin/community_customizations/edit_details.haml, app/views/listing_conversations/_transaction_agreement_checkbox.haml, config/locales/en.yml, app/assets/javascripts/admin/community_customizations.js, app/helpers/communities_helper.rb, app/controllers/listing_conversations_controller.rb, features/admin/admin_edits_community_details.feature, app/assets/javascripts/kassi.js, app/models/community.rb, db/migrate/20140820132249_add_transaction_agreement_in_use_to_community.rb, db/structure.sql, app/assets/javascripts/application.js, app/assets/stylesheets/views/admin/_communities.scss, app/assets/stylesheets/views/admin/_custom_fields.css.scss, app/views/admin/community_customizations/_locale_input_fields.haml, app/views/admin/community_customizations/_locale_input_textarea.haml, config/locales/fi.yml, app/views/listing_conversations/_agreement_lightbox.haml, app/models/community_customization.rb, db/migrate/20140819134039_add_transaction_agreement_label_to_community_customization.rb, db/migrate/20140819134055_add_transaction_agreement_content_to_community_customization.rb, app/views/listing_conversations/preauthorize.haml, app/models/listing_conversation.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]",[features/admin/admin_edits_community_details.feature]
https://github.com/sharetribe/sharetribe,1917,"[app/controllers/admin/community_transactions_controller.rb, app/views/admin/community_transactions/index.haml, config/locales/en.yml, config/locales/fi.yml, db/structure.sql, features/admin/statistics_and_info/admin_views_transactions.feature]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/conversation.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, lib/np_guid/uuidtools.rb, lib/routes/community_domain.rb]",[config/locales/en.yml]
https://github.com/sharetribe/sharetribe,1931,"[config/locales/en.yml, features/admin/statistics_and_info/admin_views_transactions.feature, app/helpers/application_helper.rb, app/views/admin/community_transactions/index.haml, features/step_definitions/admin_transaction_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/conversation.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, lib/np_guid/uuidtools.rb]","[app/helpers/application_helper.rb, config/locales/en.yml, config/locales/fi.yml, config/routes.rb]"
https://github.com/sharetribe/sharetribe,1938,"[app/views/admin/community_transactions/index.haml, features/admin/statistics_and_info/admin_views_transactions.feature, app/models/conversation.rb, features/step_definitions/admin_transaction_steps.rb, app/controllers/admin/community_transactions_controller.rb, config/locales/en.yml, config/locales/fi.yml, app/helpers/application_helper.rb, app/controllers/admin/community_memberships_controller.rb, config/routes.rb, app/controllers/admin/communities_controller.rb, features/support/paths.rb, features/admin/manage_members/admin_lists_members.feature, app/views/admin/community_memberships/index.haml, app/views/admin/communities/transactions.haml]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/conversation.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, lib/np_guid/uuidtools.rb]","[config/locales/en.yml, config/locales/fi.yml, db/schema.rb]"
